config,seed,t,P,theta,cap,score,adopted
largedual-5-4,55,100,1.5,0.5,1,7.0,5,0.0,20,427.0,0
largedual-5-4,55,100,1.5,0.5,3,7.0,5,0.0,20,427.0,0
largedual-5-4,55,100,1.5,0.5,2,7.0,5,0.0,20,427.0,1
largedual-5-4,55,150,1.5,0.5,2,9.0,5,0.0,20,6.6,0
largedual-5-4,55,150,1.5,0.5,2,5.0,5,0.0,20,6.6,0
largedual-5-4,55,150,1.5,0.5,2,7.0,6,0.0,20,6.6,0
largedual-5-4,55,150,1.5,0.5,2,7.0,5,0.0,20,6.6,1
largedual-5-4,55,200,1.5,0.5,2,7.0,4,0.0,20,65.1,0
largedual-5-4,55,200,1.5,0.5,2,7.0,5,2.0,20,65.1,0
largedual-5-4,55,200,1.5,0.5,2,7.0,5,0.0,20,65.1,1
largedual-5-4,55,250,1.5,0.5,2,7.0,5,0.0,30,72.3,0
largedual-5-4,55,250,1.5,0.5,2,7.0,5,0.0,10,72.3,0
largedual-5-4,55,250,1.5,0.5,2,7.0,5,0.0,20,72.3,1
largedual-5-4,55,300,1.5,0.6,2,7.0,5,0.0,20,51.4,0
largedual-5-4,55,300,1.8,0.5,2,7.0,5,0.0,20,61.9,0
largedual-5-4,55,300,1.5,0.5,2,7.0,5,0.0,20,61.9,1
largedual-5-4,55,350,1.3,0.5,2,7.0,5,0.0,20,50.1,0
largedual-5-4,55,350,1.5,0.43,2,7.0,5,0.0,20,50.1,0
largedual-5-4,55,350,1.5,0.5,2,7.0,5,0.0,20,50.1,1
largedual-5-4,55,400,1.5,0.5,1,7.0,5,0.0,20,27.1,0
largedual-5-4,55,400,1.5,0.5,3,7.0,5,0.0,20,27.1,0
largedual-5-4,55,400,1.5,0.5,2,7.0,5,0.0,20,27.1,1
largedual-5-4,55,450,1.5,0.5,2,9.0,5,0.0,20,9.6,0
largedual-5-4,55,450,1.5,0.5,2,5.0,5,0.0,20,9.6,0
largedual-5-4,55,450,1.5,0.5,2,7.0,5,0.0,20,9.6,1
largedual-5-4,56,50,1.8,0.4,2,7.0,5,0.0,20,443.6,0
largedual-5-4,56,50,1.3,0.4,2,7.0,5,0.0,20,474.2,0
largedual-5-4,56,50,1.5,0.5,2,7.0,5,0.0,20,474.2,0
largedual-5-4,56,50,1.5,0.4,2,7.0,5,0.0,20,474.2,1
largedual-5-4,56,100,1.5,0.33,2,7.0,5,0.0,20,420.3,0
largedual-5-4,56,100,1.5,0.4,1,7.0,5,0.0,20,420.3,0
largedual-5-4,56,100,1.5,0.4,3,7.0,5,0.0,20,420.3,0
largedual-5-4,56,100,1.5,0.4,2,7.0,5,0.0,20,420.3,1
largedual-5-4,56,150,1.5,0.4,2,9.0,5,0.0,20,137.6,0
largedual-5-4,56,150,1.5,0.4,2,5.0,5,0.0,20,137.6,0
largedual-5-4,56,150,1.5,0.4,2,7.0,6,0.0,20,137.6,0
largedual-5-4,56,150,1.5,0.4,2,7.0,5,0.0,20,137.6,1
largedual-5-4,56,200,1.5,0.4,2,7.0,4,0.0,20,185.1,0
largedual-5-4,56,200,1.5,0.4,2,7.0,5,2.0,20,185.1,0
largedual-5-4,56,200,1.5,0.4,2,7.0,5,0.0,20,185.1,1
largedual-5-4,56,250,1.5,0.4,2,7.0,5,0.0,30,147.7,0
largedual-5-4,56,250,1.5,0.4,2,7.0,5,0.0,10,147.7,0
largedual-5-4,56,250,1.5,0.4,2,7.0,5,0.0,20,147.7,1
largedual-5-4,56,300,1.3,0.4,2,7.0,5,0.0,20,108.5,0
largedual-5-4,56,300,1.5,0.5,2,7.0,5,0.0,20,73.4,0
largedual-5-4,56,300,1.5,0.4,2,7.0,5,0.0,20,108.5,1
largedual-5-4,56,350,1.5,0.33,2,7.0,5,0.0,20,80.9,0
largedual-5-4,56,350,1.5,0.4,1,7.0,5,0.0,20,80.9,0
largedual-5-4,56,350,1.5,0.4,2,7.0,5,0.0,20,80.9,1
largedual-5-4,56,400,1.5,0.4,3,7.0,5,0.0,20,28.7,0
largedual-5-4,56,400,1.5,0.4,2,9.0,5,0.0,20,28.7,0
largedual-5-4,56,400,1.5,0.4,2,7.0,5,0.0,20,28.7,1
largedual-5-4,56,450,1.5,0.4,2,5.0,5,0.0,20,20.8,0
largedual-5-4,56,450,1.5,0.4,2,7.0,6,0.0,20,20.8,0
largedual-5-4,56,450,1.5,0.4,2,7.0,5,0.0,20,20.8,1
largedual-5-4,57,50,1.8,0.4,2,7.0,5,0.0,20,590.3,0
largedual-5-4,57,50,1.3,0.4,2,7.0,5,0.0,20,590.3,0
largedual-5-4,57,50,1.5,0.5,2,7.0,5,0.0,20,590.3,0
largedual-5-4,57,50,1.5,0.4,2,7.0,5,0.0,20,590.3,1
largedual-5-4,57,100,1.5,0.33,2,7.0,5,0.0,20,404.0,0
largedual-5-4,57,100,1.5,0.4,1,7.0,5,0.0,20,404.0,0
largedual-5-4,57,100,1.5,0.4,3,7.0,5,0.0,20,404.0,0
largedual-5-4,57,100,1.5,0.4,2,7.0,5,0.0,20,404.0,1
largedual-5-4,57,150,1.5,0.4,2,9.0,5,0.0,20,58.1,0
largedual-5-4,57,150,1.5,0.4,2,5.0,5,0.0,20,58.1,0
largedual-5-4,57,150,1.5,0.4,2,7.0,6,0.0,20,58.1,0
largedual-5-4,57,150,1.5,0.4,2,7.0,5,0.0,20,58.1,1
largedual-5-4,57,200,1.5,0.4,2,7.0,4,0.0,20,94.4,0
largedual-5-4,57,200,1.5,0.4,2,7.0,5,2.0,20,94.4,0
largedual-5-4,57,200,1.5,0.4,2,7.0,5,0.0,20,94.4,1
largedual-5-4,57,250,1.5,0.4,2,7.0,5,0.0,30,60.4,0
largedual-5-4,57,250,1.5,0.4,2,7.0,5,0.0,10,60.4,0
largedual-5-4,57,250,1.5,0.4,2,7.0,5,0.0,20,60.4,1
largedual-5-4,57,300,1.8,0.4,2,7.0,5,0.0,20,38.7,0
largedual-5-4,57,300,1.3,0.4,2,7.0,5,0.0,20,38.7,0
largedual-5-4,57,300,1.5,0.4,2,7.0,5,0.0,20,38.7,1
largedual-5-4,57,350,1.5,0.5,2,7.0,5,0.0,20,40.5,0
largedual-5-4,57,350,1.5,0.33,2,7.0,5,0.0,20,50.1,0
largedual-5-4,57,350,1.5,0.4,2,7.0,5,0.0,20,50.1,1
largedual-5-4,57,400,1.5,0.4,1,7.0,5,0.0,20,39.2,0
largedual-5-4,57,400,1.5,0.4,3,7.0,5,0.0,20,39.2,0
largedual-5-4,57,400,1.5,0.4,2,7.0,5,0.0,20,39.2,1
largedual-5-4,57,450,1.5,0.4,2,9.0,5,0.0,20,3.8,0
largedual-5-4,57,450,1.5,0.4,2,5.0,5,0.0,20,3.8,0
largedual-5-4,57,450,1.5,0.4,2,7.0,5,0.0,20,3.8,1
largedual-5-4,58,50,1.8,0.4,2,7.0,5,0.0,20,384.2,0
largedual-5-4,58,50,1.3,0.4,2,7.0,5,0.0,20,384.2,0
largedual-5-4,58,50,1.5,0.5,2,7.0,5,0.0,20,384.2,0
largedual-5-4,58,50,1.5,0.4,2,7.0,5,0.0,20,384.2,1
largedual-5-4,58,100,1.5,0.33,2,7.0,5,0.0,20,306.7,0
largedual-5-4,58,100,1.5,0.4,1,7.0,5,0.0,20,306.7,0
largedual-5-4,58,100,1.5,0.4,3,7.0,5,0.0,20,306.7,0
largedual-5-4,58,100,1.5,0.4,2,7.0,5,0.0,20,306.7,1
largedual-5-4,58,150,1.5,0.4,2,9.0,5,0.0,20,157.5,0
largedual-5-4,58,150,1.5,0.4,2,5.0,5,0.0,20,157.5,0
largedual-5-4,58,150,1.5,0.4,2,7.0,6,0.0,20,157.5,0
largedual-5-4,58,150,1.5,0.4,2,7.0,5,0.0,20,157.5,1
largedual-5-4,58,200,1.5,0.4,2,7.0,4,0.0,20,154.4,0
largedual-5-4,58,200,1.5,0.4,2,7.0,5,2.0,20,154.4,0
largedual-5-4,58,200,1.5,0.4,2,7.0,5,0.0,20,154.4,1
largedual-5-4,58,250,1.5,0.4,2,7.0,5,0.0,30,93.2,0
largedual-5-4,58,250,1.5,0.4,2,7.0,5,0.0,10,93.2,0
largedual-5-4,58,250,1.5,0.4,2,7.0,5,0.0,20,93.2,1
largedual-5-4,58,300,1.8,0.4,2,7.0,5,0.0,20,105.8,0
largedual-5-4,58,300,1.3,0.4,2,7.0,5,0.0,20,105.8,0
largedual-5-4,58,300,1.5,0.4,2,7.0,5,0.0,20,105.8,1
largedual-5-4,58,350,1.5,0.5,2,7.0,5,0.0,20,87.6,0
largedual-5-4,58,350,1.5,0.33,2,7.0,5,0.0,20,87.6,0
largedual-5-4,58,350,1.5,0.4,2,7.0,5,0.0,20,87.6,1
largedual-5-4,58,400,1.5,0.4,1,7.0,5,0.0,20,53.3,0
largedual-5-4,58,400,1.5,0.4,3,7.0,5,0.0,20,53.3,0
largedual-5-4,58,400,1.5,0.4,2,7.0,5,0.0,20,53.3,1
largedual-5-4,58,450,1.5,0.4,2,9.0,5,0.0,20,48.2,0
largedual-5-4,58,450,1.5,0.4,2,5.0,5,0.0,20,48.2,0
largedual-5-4,58,450,1.5,0.4,2,7.0,5,0.0,20,48.2,1
largedual-5-4,59,50,1.8,0.4,2,7.0,5,0.0,20,502.6,0
largedual-5-4,59,50,1.3,0.4,2,7.0,5,0.0,20,502.6,0
largedual-5-4,59,50,1.5,0.5,2,7.0,5,0.0,20,502.6,0
largedual-5-4,59,50,1.5,0.4,2,7.0,5,0.0,20,502.6,1
largedual-5-4,59,100,1.5,0.33,2,7.0,5,0.0,20,78.3,0
largedual-5-4,59,100,1.5,0.4,1,7.0,5,0.0,20,33.2,0
largedual-5-4,59,100,1.5,0.4,3,7.0,5,0.0,20,33.2,0
largedual-5-4,59,100,1.5,0.33,2,7.0,5,0.0,20,78.3,1
largedual-5-4,59,150,1.5,0.33,2,9.0,5,0.0,20,103.9,0
largedual-5-4,59,150,1.5,0.33,2,5.0,5,0.0,20,103.9,0
largedual-5-4,59,150,1.5,0.33,2,7.0,6,0.0,20,103.9,0
largedual-5-4,59,150,1.5,0.33,2,7.0,5,0.0,20,103.9,1
largedual-5-4,59,200,1.5,0.33,2,7.0,4,0.0,20,97.3,0
largedual-5-4,59,200,1.5,0.33,2,7.0,5,2.0,20,97.3,0
largedual-5-4,59,200,1.5,0.33,2,7.0,5,0.0,20,97.3,1
largedual-5-4,59,250,1.5,0.33,2,7.0,5,0.0,30,150.6,0
largedual-5-4,59,250,1.5,0.33,2,7.0,5,0.0,10,150.6,0
largedual-5-4,59,250,1.5,0.33,2,7.0,5,0.0,20,150.6,1
largedual-5-4,59,300,1.5,0.26,2,7.0,5,0.0,20,117.2,0
largedual-5-4,59,300,1.8,0.33,2,7.0,5,0.0,20,119.4,0
largedual-5-4,59,300,1.5,0.33,2,7.0,5,0.0,20,119.4,1
largedual-5-4,59,350,1.5,0.26,2,7.0,5,0.0,20,42.2,0
largedual-5-4,59,350,1.3,0.33,2,7.0,5,0.0,20,40.5,0
largedual-5-4,59,350,1.5,0.26,2,7.0,5,0.0,20,42.2,1
largedual-5-4,59,400,1.5,0.36,2,7.0,5,0.0,20,16.7,0
largedual-5-4,59,400,1.5,0.26,1,7.0,5,0.0,20,20.7,0
largedual-5-4,59,400,1.5,0.26,2,7.0,5,0.0,20,20.7,1
largedual-5-4,59,450,1.5,0.26,3,7.0,5,0.0,20,13.7,0
largedual-5-4,59,450,1.5,0.26,2,9.0,5,0.0,20,13.7,0
largedual-5-4,59,450,1.5,0.26,2,7.0,5,0.0,20,13.7,1
largedual-5-4,60,50,1.8,0.4,2,7.0,5,0.0,20,236.6,0
largedual-5-4,60,50,1.3,0.4,2,7.0,5,0.0,20,236.6,0
largedual-5-4,60,50,1.5,0.5,2,7.0,5,0.0,20,236.6,0
largedual-5-4,60,50,1.5,0.4,2,7.0,5,0.0,20,236.6,1
largedual-5-4,60,100,1.5,0.33,2,7.0,5,0.0,20,141.2,0
largedual-5-4,60,100,1.5,0.4,1,7.0,5,0.0,20,141.2,0
largedual-5-4,60,100,1.5,0.4,3,7.0,5,0.0,20,141.2,0
largedual-5-4,60,100,1.5,0.4,2,7.0,5,0.0,20,141.2,1
largedual-5-4,60,150,1.5,0.4,2,9.0,5,0.0,20,17.7,0
largedual-5-4,60,150,1.5,0.4,2,5.0,5,0.0,20,17.7,0
largedual-5-4,60,150,1.5,0.4,2,7.0,6,0.0,20,17.7,0
largedual-5-4,60,150,1.5,0.4,2,7.0,5,0.0,20,17.7,1
largedual-5-4,60,200,1.5,0.4,2,7.0,4,0.0,20,33.3,0
largedual-5-4,60,200,1.5,0.4,2,7.0,5,2.0,20,33.3,0
largedual-5-4,60,200,1.5,0.4,2,7.0,5,0.0,20,33.3,1
largedual-5-4,60,250,1.5,0.4,2,7.0,5,0.0,30,75.4,0
largedual-5-4,60,250,1.5,0.4,2,7.0,5,0.0,10,75.4,0
largedual-5-4,60,250,1.5,0.4,2,7.0,5,0.0,20,75.4,1
largedual-5-4,60,300,1.8,0.4,2,7.0,5,0.0,20,100.2,0
largedual-5-4,60,300,1.3,0.4,2,7.0,5,0.0,20,100.2,0
largedual-5-4,60,300,1.5,0.4,2,7.0,5,0.0,20,100.2,1
largedual-5-4,60,350,1.5,0.5,2,7.0,5,0.0,20,55.7,0
largedual-5-4,60,350,1.5,0.33,2,7.0,5,0.0,20,55.7,0
largedual-5-4,60,350,1.5,0.4,2,7.0,5,0.0,20,55.7,1
largedual-5-4,60,400,1.5,0.4,1,7.0,5,0.0,20,25.1,0
largedual-5-4,60,400,1.5,0.4,3,7.0,5,0.0,20,25.1,0
largedual-5-4,60,400,1.5,0.4,2,7.0,5,0.0,20,25.1,1
largedual-5-4,60,450,1.5,0.4,2,9.0,5,0.0,20,7.5,0
largedual-5-4,60,450,1.5,0.4,2,5.0,5,0.0,20,7.5,0
largedual-5-4,60,450,1.5,0.4,2,7.0,5,0.0,20,7.5,1
largedual-5-4,61,50,1.8,0.4,2,7.0,5,0.0,20,391.8,0
largedual-5-4,61,50,1.3,0.4,2,7.0,5,0.0,20,391.8,0
largedual-5-4,61,50,1.5,0.5,2,7.0,5,0.0,20,391.8,0
largedual-5-4,61,50,1.5,0.4,2,7.0,5,0.0,20,391.8,1
largedual-5-4,61,100,1.5,0.33,2,7.0,5,0.0,20,162.6,0
largedual-5-4,61,100,1.5,0.4,1,7.0,5,0.0,20,162.6,0
largedual-5-4,61,100,1.5,0.4,3,7.0,5,0.0,20,162.6,0
largedual-5-4,61,100,1.5,0.4,2,7.0,5,0.0,20,162.6,1
largedual-5-4,61,150,1.5,0.4,2,9.0,5,0.0,20,114.1,0
largedual-5-4,61,150,1.5,0.4,2,5.0,5,0.0,20,114.1,0
largedual-5-4,61,150,1.5,0.4,2,7.0,6,0.0,20,114.1,0
largedual-5-4,61,150,1.5,0.4,2,7.0,5,0.0,20,114.1,1
largedual-5-4,61,200,1.5,0.4,2,7.0,4,0.0,20,56.3,0
largedual-5-4,61,200,1.5,0.4,2,7.0,5,2.0,20,56.3,0
largedual-5-4,61,200,1.5,0.4,2,7.0,5,0.0,20,56.3,1
largedual-5-4,61,250,1.5,0.4,2,7.0,5,0.0,30,172.3,0
largedual-5-4,61,250,1.5,0.4,2,7.0,5,0.0,10,172.3,0
largedual-5-4,61,250,1.5,0.4,2,7.0,5,0.0,20,172.3,1
largedual-5-4,61,300,1.8,0.4,2,7.0,5,0.0,20,168.5,0
largedual-5-4,61,300,1.3,0.4,2,7.0,5,0.0,20,168.5,0
largedual-5-4,61,300,1.5,0.4,2,7.0,5,0.0,20,168.5,1
largedual-5-4,61,350,1.5,0.5,2,7.0,5,0.0,20,56.6,0
largedual-5-4,61,350,1.5,0.33,2,7.0,5,0.0,20,52.4,0
largedual-5-4,61,350,1.5,0.4,2,7.0,5,0.0,20,56.6,1
largedual-5-4,61,400,1.5,0.4,1,7.0,5,0.0,20,12.9,0
largedual-5-4,61,400,1.5,0.4,3,7.0,5,0.0,20,12.9,0
largedual-5-4,61,400,1.5,0.4,2,7.0,5,0.0,20,12.9,1
largedual-5-4,61,450,1.5,0.4,2,9.0,5,0.0,20,8.7,0
largedual-5-4,61,450,1.5,0.4,2,5.0,5,0.0,20,8.7,0
largedual-5-4,61,450,1.5,0.4,2,7.0,5,0.0,20,8.7,1
largedual-5-4,62,50,1.8,0.4,2,7.0,5,0.0,20,255.5,0
largedual-5-4,62,50,1.3,0.4,2,7.0,5,0.0,20,255.5,0
largedual-5-4,62,50,1.5,0.5,2,7.0,5,0.0,20,255.5,0
largedual-5-4,62,50,1.5,0.4,2,7.0,5,0.0,20,255.5,1
largedual-5-4,62,100,1.5,0.33,2,7.0,5,0.0,20,282.7,0
largedual-5-4,62,100,1.5,0.4,1,7.0,5,0.0,20,282.7,0
largedual-5-4,62,100,1.5,0.4,3,7.0,5,0.0,20,282.7,0
largedual-5-4,62,100,1.5,0.4,2,7.0,5,0.0,20,282.7,1
largedual-5-4,62,150,1.5,0.4,2,9.0,5,0.0,20,72.9,0
largedual-5-4,62,150,1.5,0.4,2,5.0,5,0.0,20,72.9,0
largedual-5-4,62,150,1.5,0.4,2,7.0,6,0.0,20,72.9,0
largedual-5-4,62,150,1.5,0.4,2,7.0,5,0.0,20,72.9,1
largedual-5-4,62,200,1.5,0.4,2,7.0,4,0.0,20,43.7,0
largedual-5-4,62,200,1.5,0.4,2,7.0,5,2.0,20,43.7,0
largedual-5-4,62,200,1.5,0.4,2,7.0,5,0.0,20,43.7,1
largedual-5-4,62,250,1.5,0.4,2,7.0,5,0.0,30,118.9,0
largedual-5-4,62,250,1.5,0.4,2,7.0,5,0.0,10,118.9,0
largedual-5-4,62,250,1.5,0.4,2,7.0,5,0.0,20,118.9,1
largedual-5-4,62,300,1.8,0.4,2,7.0,5,0.0,20,107.4,0
largedual-5-4,62,300,1.3,0.4,2,7.0,5,0.0,20,107.4,0
largedual-5-4,62,300,1.5,0.4,2,7.0,5,0.0,20,107.4,1
largedual-5-4,62,350,1.5,0.5,2,7.0,5,0.0,20,45.7,0
largedual-5-4,62,350,1.5,0.33,2,7.0,5,0.0,20,45.7,0
largedual-5-4,62,350,1.5,0.4,2,7.0,5,0.0,20,45.7,1
largedual-5-4,62,400,1.5,0.4,1,7.0,5,0.0,20,26.6,0
largedual-5-4,62,400,1.5,0.4,3,7.0,5,0.0,20,26.6,0
largedual-5-4,62,400,1.5,0.4,2,7.0,5,0.0,20,26.6,1
largedual-5-4,62,450,1.5,0.4,2,9.0,5,0.0,20,4.2,0
largedual-5-4,62,450,1.5,0.4,2,5.0,5,0.0,20,4.2,0
largedual-5-4,62,450,1.5,0.4,2,7.0,5,0.0,20,4.2,1
largedual-5-4,63,50,1.8,0.4,2,7.0,5,0.0,20,422.2,0
largedual-5-4,63,50,1.3,0.4,2,7.0,5,0.0,20,422.2,0
largedual-5-4,63,50,1.5,0.5,2,7.0,5,0.0,20,422.2,0
largedual-5-4,63,50,1.5,0.4,2,7.0,5,0.0,20,422.2,1
largedual-5-4,63,100,1.5,0.33,2,7.0,5,0.0,20,94.9,0
largedual-5-4,63,100,1.5,0.4,1,7.0,5,0.0,20,94.9,0
largedual-5-4,63,100,1.5,0.4,3,7.0,5,0.0,20,94.9,0
largedual-5-4,63,100,1.5,0.4,2,7.0,5,0.0,20,94.9,1
largedual-5-4,63,150,1.5,0.4,2,9.0,5,0.0,20,130.0,0
largedual-5-4,63,150,1.5,0.4,2,5.0,5,0.0,20,130.0,0
largedual-5-4,63,150,1.5,0.4,2,7.0,6,0.0,20,130.0,0
largedual-5-4,63,150,1.5,0.4,2,7.0,5,0.0,20,130.0,1
largedual-5-4,63,200,1.5,0.4,2,7.0,4,0.0,20,60.2,0
largedual-5-4,63,200,1.5,0.4,2,7.0,5,2.0,20,60.2,0
largedual-5-4,63,200,1.5,0.4,2,7.0,5,0.0,20,60.2,1
largedual-5-4,63,250,1.5,0.4,2,7.0,5,0.0,30,76.6,0
largedual-5-4,63,250,1.5,0.4,2,7.0,5,0.0,10,76.6,0
largedual-5-4,63,250,1.5,0.4,2,7.0,5,0.0,20,76.6,1
largedual-5-4,63,300,1.8,0.4,2,7.0,5,0.0,20,75.7,0
largedual-5-4,63,300,1.3,0.4,2,7.0,5,0.0,20,75.7,0
largedual-5-4,63,300,1.5,0.4,2,7.0,5,0.0,20,75.7,1
largedual-5-4,63,350,1.5,0.5,2,7.0,5,0.0,20,41.3,0
largedual-5-4,63,350,1.5,0.33,2,7.0,5,0.0,20,41.3,0
largedual-5-4,63,350,1.5,0.4,2,7.0,5,0.0,20,41.3,1
largedual-5-4,63,400,1.5,0.4,1,7.0,5,0.0,20,34.7,0
largedual-5-4,63,400,1.5,0.4,3,7.0,5,0.0,20,34.7,0
largedual-5-4,63,400,1.5,0.4,2,7.0,5,0.0,20,34.7,1
largedual-5-4,63,450,1.5,0.4,2,9.0,5,0.0,20,17.6,0
largedual-5-4,63,450,1.5,0.4,2,5.0,5,0.0,20,17.6,0
largedual-5-4,63,450,1.5,0.4,2,7.0,5,0.0,20,17.6,1
largedual-5-4,64,50,1.8,0.4,2,7.0,5,0.0,20,324.3,0
largedual-5-4,64,50,1.3,0.4,2,7.0,5,0.0,20,324.3,0
largedual-5-4,64,50,1.5,0.5,2,7.0,5,0.0,20,394.8,0
largedual-5-4,64,50,1.5,0.5,2,7.0,5,0.0,20,394.8,1
largedual-5-4,64,100,1.5,0.43,2,7.0,5,0.0,20,143.7,0
largedual-5-4,64,100,1.5,0.5,1,7.0,5,0.0,20,143.7,0
largedual-5-4,64,100,1.5,0.5,3,7.0,5,0.0,20,143.7,0
largedual-5-4,64,100,1.5,0.5,2,7.0,5,0.0,20,143.7,1
largedual-5-4,64,150,1.5,0.5,2,9.0,5,0.0,20,73.2,0
largedual-5-4,64,150,1.5,0.5,2,5.0,5,0.0,20,73.2,0
largedual-5-4,64,150,1.5,0.5,2,7.0,6,0.0,20,73.2,0
largedual-5-4,64,150,1.5,0.5,2,7.0,5,0.0,20,73.2,1
largedual-5-4,64,200,1.5,0.5,2,7.0,4,0.0,20,55.7,0
largedual-5-4,64,200,1.5,0.5,2,7.0,5,2.0,20,55.7,0
largedual-5-4,64,200,1.5,0.5,2,7.0,5,0.0,20,55.7,1
largedual-5-4,64,250,1.5,0.5,2,7.0,5,0.0,30,81.1,0
largedual-5-4,64,250,1.5,0.5,2,7.0,5,0.0,10,81.1,0
largedual-5-4,64,250,1.5,0.5,2,7.0,5,0.0,20,81.1,1
largedual-5-4,64,300,1.5,0.6,2,7.0,5,0.0,20,68.9,0
largedual-5-4,64,300,1.8,0.5,2,7.0,5,0.0,20,68.9,0
largedual-5-4,64,300,1.5,0.5,2,7.0,5,0.0,20,68.9,1
largedual-5-4,64,350,1.5,0.6,2,7.0,5,0.0,20,52.6,0
largedual-5-4,64,350,1.3,0.5,2,7.0,5,0.0,20,52.6,0
largedual-5-4,64,350,1.5,0.5,2,7.0,5,0.0,20,52.6,1
largedual-5-4,64,400,1.5,0.6,2,7.0,5,0.0,20,26.1,0
largedual-5-4,64,400,1.5,0.43,2,7.0,5,0.0,20,26.1,0
largedual-5-4,64,400,1.5,0.5,2,7.0,5,0.0,20,26.1,1
largedual-5-4,64,450,1.5,0.5,1,7.0,5,0.0,20,17.1,0
largedual-5-4,64,450,1.5,0.5,3,7.0,5,0.0,20,17.1,0
largedual-5-4,64,450,1.5,0.5,2,7.0,5,0.0,20,17.1,1
largedual-5-4,65,50,1.8,0.4,2,7.0,5,0.0,20,227.6,0
largedual-5-4,65,50,1.3,0.4,2,7.0,5,0.0,20,227.6,0
largedual-5-4,65,50,1.5,0.5,2,7.0,5,0.0,20,160.9,0
largedual-5-4,65,50,1.5,0.4,2,7.0,5,0.0,20,227.6,1
largedual-5-4,65,100,1.5,0.33,2,7.0,5,0.0,20,147.4,0
largedual-5-4,65,100,1.5,0.4,1,7.0,5,0.0,20,101.9,0
largedual-5-4,65,100,1.5,0.4,3,7.0,5,0.0,20,101.9,0
largedual-5-4,65,100,1.5,0.33,2,7.0,5,0.0,20,147.4,1
largedual-5-4,65,150,1.5,0.33,2,9.0,5,0.0,20,79.9,0
largedual-5-4,65,150,1.5,0.33,2,5.0,5,0.0,20,79.9,0
largedual-5-4,65,150,1.5,0.33,2,7.0,6,0.0,20,79.9,0
largedual-5-4,65,150,1.5,0.33,2,7.0,5,0.0,20,79.9,1
largedual-5-4,65,200,1.5,0.33,2,7.0,4,0.0,20,120.1,0
largedual-5-4,65,200,1.5,0.33,2,7.0,5,2.0,20,120.1,0
largedual-5-4,65,200,1.5,0.33,2,7.0,5,0.0,20,120.1,1
largedual-5-4,65,250,1.5,0.33,2,7.0,5,0.0,30,107.2,0
largedual-5-4,65,250,1.5,0.33,2,7.0,5,0.0,10,107.2,0
largedual-5-4,65,250,1.5,0.33,2,7.0,5,0.0,20,107.2,1
largedual-5-4,65,300,1.5,0.26,2,7.0,5,0.0,20,108.2,0
largedual-5-4,65,300,1.8,0.33,2,7.0,5,0.0,20,71.4,0
largedual-5-4,65,300,1.5,0.26,2,7.0,5,0.0,20,108.2,1
largedual-5-4,65,350,1.5,0.19,2,7.0,5,0.0,20,118.7,0
largedual-5-4,65,350,1.3,0.26,2,7.0,5,0.0,20,118.7,0
largedual-5-4,65,350,1.5,0.26,2,7.0,5,0.0,20,118.7,1
largedual-5-4,65,400,1.5,0.19,2,7.0,5,0.0,20,29.3,0
largedual-5-4,65,400,1.5,0.26,1,7.0,5,0.0,20,49.3,0
largedual-5-4,65,400,1.5,0.26,2,7.0,5,0.0,20,49.3,1
largedual-5-4,65,450,1.5,0.26,3,7.0,5,0.0,20,17.2,0
largedual-5-4,65,450,1.5,0.26,2,9.0,5,0.0,20,17.2,0
largedual-5-4,65,450,1.5,0.26,2,7.0,5,0.0,20,17.2,1
largedual-5-4,66,50,1.8,0.4,2,7.0,5,0.0,20,421.4,0
largedual-5-4,66,50,1.3,0.4,2,7.0,5,0.0,20,421.4,0
largedual-5-4,66,50,1.5,0.5,2,7.0,5,0.0,20,421.4,0
largedual-5-4,66,50,1.5,0.4,2,7.0,5,0.0,20,421.4,1
largedual-5-4,66,100,1.5,0.33,2,7.0,5,0.0,20,354.0,0
largedual-5-4,66,100,1.5,0.4,1,7.0,5,0.0,20,354.0,0
largedual-5-4,66,100,1.5,0.4,3,7.0,5,0.0,20,354.0,0
largedual-5-4,66,100,1.5,0.4,2,7.0,5,0.0,20,354.0,1
largedual-5-4,66,150,1.5,0.4,2,9.0,5,0.0,20,166.2,0
largedual-5-4,66,150,1.5,0.4,2,5.0,5,0.0,20,166.2,0
largedual-5-4,66,150,1.5,0.4,2,7.0,6,0.0,20,166.2,0
largedual-5-4,66,150,1.5,0.4,2,7.0,5,0.0,20,166.2,1
largedual-5-4,66,200,1.5,0.4,2,7.0,4,0.0,20,88.6,0
largedual-5-4,66,200,1.5,0.4,2,7.0,5,2.0,20,88.6,0
largedual-5-4,66,200,1.5,0.4,2,7.0,5,0.0,20,88.6,1
largedual-5-4,66,250,1.5,0.4,2,7.0,5,0.0,30,133.5,0
largedual-5-4,66,250,1.5,0.4,2,7.0,5,0.0,10,133.5,0
largedual-5-4,66,250,1.5,0.4,2,7.0,5,0.0,20,133.5,1
largedual-5-4,66,300,1.8,0.4,2,7.0,5,0.0,20,83.9,0
largedual-5-4,66,300,1.3,0.4,2,7.0,5,0.0,20,83.9,0
largedual-5-4,66,300,1.5,0.4,2,7.0,5,0.0,20,83.9,1
largedual-5-4,66,350,1.5,0.5,2,7.0,5,0.0,20,58.6,0
largedual-5-4,66,350,1.5,0.33,2,7.0,5,0.0,20,58.6,0
largedual-5-4,66,350,1.5,0.4,2,7.0,5,0.0,20,58.6,1
